id,node_type,claim_amount,claim_type,claim_date
CLM-000524,claim,314.76,accidental_damage,2024-05-13
CLM-000525,claim,107.8,mechanical_failure,2024-01-17
CLM-000526,claim,646.34,water_damage,2024-09-18
CLM-000527,claim,782.42,mechanical_failure,2024-04-21
CLM-000528,claim,80.12,software_issue,2024-01-07
CLM-000529,claim,198.39,software_issue,2024-05-02
CLM-000530,claim,67.96,screen_damage,2023-03-06
CLM-000531,claim,90.24,water_damage,2024-10-21
CLM-000532,claim,558.58,battery_issue,2023-02-24
CLM-000533,claim,370.3,mechanical_failure,2024-05-09
CLM-000534,claim,152.46,software_issue,2024-04-28
CLM-000535,claim,1061.34,water_damage,2023-03-04
CLM-000536,claim,387.8,software_issue,2024-01-02
CLM-000537,claim,229.09,accidental_damage,2024-07-11
CLM-000538,claim,108.1,battery_issue,2024-03-27
CLM-000539,claim,145.09,battery_issue,2023-08-31
CLM-000540,claim,289.79,software_issue,2023-11-19
CLM-000541,claim,300.64,battery_issue,2023-05-23
CLM-000542,claim,42.63,software_issue,2023-11-05
CLM-000543,claim,450.24,mechanical_failure,2023-03-05
CLM-000544,claim,263.85,battery_issue,2024-10-07
CLM-000545,claim,428.93,accidental_damage,2024-04-29
CLM-000546,claim,582.06,mechanical_failure,2024-05-24
CLM-000547,claim,2057.27,mechanical_failure,2024-08-10
CLM-000548,claim,84.82,theft,2024-06-20
CLM-000549,claim,132.48,accidental_damage,2024-03-28
CLM-000550,claim,351.8,accidental_damage,2024-08-17
CLM-000551,claim,268.05,theft,2023-06-17
CLM-000552,claim,195.73,accidental_damage,2024-07-27
CLM-000553,claim,212.64,screen_damage,2023-10-30
CLM-000554,claim,291.15,mechanical_failure,2023-08-28
CLM-000555,claim,67.18,theft,2024-11-28
CLM-000556,claim,40.32,theft,2023-10-05
CLM-000557,claim,72.82,battery_issue,2023-06-24
CLM-000558,claim,233.68,accidental_damage,2023-02-17
CLM-000559,claim,30.17,screen_damage,2023-07-03
CLM-000560,claim,294.39,screen_damage,2024-03-18
CLM-000561,claim,163.44,screen_damage,2023-07-20
CLM-000562,claim,180.29,battery_issue,2023-09-30
CLM-000563,claim,65.21,screen_damage,2023-12-14
CLM-000564,claim,1319.54,software_issue,2024-08-17
CLM-000565,claim,117.59,mechanical_failure,2023-02-06
CLM-000566,claim,89.51,battery_issue,2023-12-24
CLM-000567,claim,266.16,screen_damage,2023-10-06
CLM-000568,claim,1026.61,theft,2023-05-10
CLM-000569,claim,243.57,battery_issue,2023-10-26
CLM-000570,claim,336.16,accidental_damage,2024-04-16
CLM-000571,claim,879.83,screen_damage,2024-08-20
CLM-000572,claim,397.3,mechanical_failure,2023-08-04
CLM-000573,claim,702.02,screen_damage,2023-12-01
CLM-000574,claim,301.03,water_damage,2023-11-25
CLM-000575,claim,463.35,software_issue,2024-03-24
CLM-000576,claim,136.36,theft,2024-04-23
CLM-000577,claim,424.11,software_issue,2023-04-22
CLM-000578,claim,36.39,software_issue,2024-09-04
CLM-000579,claim,72.26,battery_issue,2024-08-16
CLM-000580,claim,246.44,accidental_damage,2024-04-25
CLM-000581,claim,131.95,water_damage,2024-08-07
CLM-000582,claim,220.78,screen_damage,2023-06-14
CLM-000583,claim,112.63,battery_issue,2024-11-09
CLM-000584,claim,498.49,screen_damage,2023-11-18
CLM-000585,claim,968.45,theft,2024-08-10
CLM-000586,claim,471.07,screen_damage,2023-08-13
CLM-000587,claim,1998.86,theft,2024-02-10
CLM-000588,claim,99.49,mechanical_failure,2023-08-21
CLM-000589,claim,84.71,software_issue,2024-08-07
CLM-000590,claim,117.09,water_damage,2023-05-17
CLM-000591,claim,94.55,screen_damage,2023-06-13
CLM-000592,claim,100.52,mechanical_failure,2024-01-22
CLM-000593,claim,67.03,accidental_damage,2023-07-13
CLM-000594,claim,840.37,water_damage,2023-04-17
CLM-000595,claim,567.56,accidental_damage,2023-11-20
CLM-000596,claim,66.32,water_damage,2024-04-20
CLM-000597,claim,471.45,screen_damage,2023-10-20
CLM-000598,claim,2014.77,theft,2024-02-04
CLM-000599,claim,107.07,battery_issue,2023-05-12
CLM-000600,claim,360.3,mechanical_failure,2023-07-29
CLM-000601,claim,180.53,accidental_damage,2023-01-12
CLM-000602,claim,255.35,software_issue,2024-06-17
CLM-000603,claim,90.0,screen_damage,2023-07-12
CLM-000604,claim,220.76,theft,2024-01-19
CLM-000605,claim,167.91,battery_issue,2023-09-20
CLM-000606,claim,368.98,water_damage,2023-07-29
CLM-000607,claim,525.22,software_issue,2023-08-02
CLM-000608,claim,370.88,accidental_damage,2024-09-18
CLM-000609,claim,833.01,accidental_damage,2024-03-10
CLM-000610,claim,91.0,theft,2023-06-16
CLM-000611,claim,173.62,theft,2024-07-23
CLM-000612,claim,256.56,water_damage,2024-02-06
CLM-000613,claim,149.26,theft,2024-09-28
CLM-000614,claim,290.44,mechanical_failure,2023-02-19
CLM-000615,claim,206.95,mechanical_failure,2024-09-11
CLM-000616,claim,369.84,software_issue,2024-02-17
CLM-000617,claim,238.05,theft,2023-08-16
CLM-000618,claim,470.65,water_damage,2023-11-09
CLM-000619,claim,161.92,water_damage,2024-03-12
CLM-000620,claim,665.75,water_damage,2024-04-13
CLM-000621,claim,454.25,screen_damage,2023-02-01
CLM-000622,claim,81.74,theft,2023-01-05
CLM-000623,claim,182.13,theft,2024-07-27
CLM-000624,claim,360.14,water_damage,2024-05-09
CLM-000625,claim,84.51,software_issue,2023-03-25
CLM-000626,claim,415.28,mechanical_failure,2024-09-08
CLM-000627,claim,664.71,theft,2024-10-22
CLM-000628,claim,245.67,theft,2023-09-13
CLM-000629,claim,135.96,water_damage,2023-10-24
CLM-000630,claim,377.66,accidental_damage,2024-08-26
CLM-000631,claim,276.77,software_issue,2024-08-09
CLM-000632,claim,164.52,battery_issue,2024-11-24
CLM-000633,claim,167.88,accidental_damage,2024-10-24
CLM-000634,claim,59.99,software_issue,2023-05-16
CLM-000635,claim,733.7,screen_damage,2024-02-27
CLM-000636,claim,303.93,theft,2023-07-24
CLM-000637,claim,199.27,accidental_damage,2023-02-23
CLM-000638,claim,101.63,accidental_damage,2024-07-06
CLM-000639,claim,131.42,accidental_damage,2023-09-07
CLM-000640,claim,156.27,mechanical_failure,2023-07-08
CLM-000641,claim,214.85,screen_damage,2023-10-25
CLM-000642,claim,357.61,accidental_damage,2024-10-24
CLM-000643,claim,83.75,software_issue,2024-02-23
CLM-000644,claim,287.25,accidental_damage,2023-11-14
CLM-000645,claim,104.54,accidental_damage,2023-05-27
CLM-000646,claim,93.77,battery_issue,2023-12-03
CLM-000647,claim,94.26,software_issue,2023-07-02
CLM-000648,claim,95.2,mechanical_failure,2023-11-25
CLM-000649,claim,53.45,battery_issue,2023-01-30
CLM-000650,claim,286.15,accidental_damage,2024-09-22
CLM-000651,claim,171.03,water_damage,2024-05-31
CLM-000652,claim,375.49,software_issue,2024-07-30
CLM-000653,claim,286.05,mechanical_failure,2024-06-19
CLM-000654,claim,437.65,accidental_damage,2023-08-09
CLM-000655,claim,484.08,theft,2023-04-30
CLM-000656,claim,253.92,battery_issue,2023-06-17
CLM-000657,claim,48.23,theft,2024-08-31
CLM-000658,claim,219.2,water_damage,2024-03-30
CLM-000659,claim,119.53,mechanical_failure,2023-12-10
CLM-000660,claim,112.31,mechanical_failure,2023-02-08
CLM-000661,claim,73.94,battery_issue,2024-08-26
CLM-000662,claim,754.97,mechanical_failure,2023-11-16
CLM-000663,claim,128.37,screen_damage,2023-03-02
CLM-000664,claim,142.92,accidental_damage,2023-02-04
CLM-000665,claim,1151.24,battery_issue,2023-10-14
CLM-000666,claim,135.33,water_damage,2024-06-03
CLM-000667,claim,199.98,theft,2024-08-27
CLM-000668,claim,150.83,software_issue,2023-09-22
CLM-000669,claim,553.43,accidental_damage,2024-03-14
CLM-000670,claim,294.66,mechanical_failure,2024-02-16
CLM-000671,claim,691.12,screen_damage,2023-03-12
CLM-000672,claim,265.16,software_issue,2024-06-02
CLM-000673,claim,207.76,accidental_damage,2023-09-09
CLM-000674,claim,116.82,water_damage,2024-11-14
CLM-000675,claim,137.4,battery_issue,2023-07-26
CLM-000676,claim,195.14,water_damage,2024-09-17
CLM-000677,claim,194.86,theft,2023-06-21
CLM-000678,claim,497.24,accidental_damage,2023-01-29
CLM-000679,claim,335.21,mechanical_failure,2024-08-23
CLM-000680,claim,583.76,accidental_damage,2024-07-02
CLM-000681,claim,210.82,battery_issue,2024-03-24
CLM-000682,claim,140.4,accidental_damage,2023-04-01
CLM-000683,claim,863.48,water_damage,2024-06-21
CLM-000684,claim,177.08,mechanical_failure,2024-08-20
CLM-000685,claim,357.56,software_issue,2023-05-26
CLM-000686,claim,791.92,screen_damage,2023-12-09
CLM-000687,claim,122.51,software_issue,2023-05-12
CLM-000688,claim,74.25,screen_damage,2024-04-19
CLM-000689,claim,449.89,theft,2023-02-13
CLM-000690,claim,746.95,theft,2023-08-26
CLM-000691,claim,137.72,battery_issue,2024-05-05
CLM-000692,claim,277.72,mechanical_failure,2023-03-02
CLM-000693,claim,381.16,accidental_damage,2024-10-05
CLM-000694,claim,492.55,battery_issue,2024-04-20
CLM-000695,claim,92.71,accidental_damage,2023-05-23
CLM-000696,claim,274.79,theft,2024-08-31
CLM-000697,claim,68.86,screen_damage,2024-02-15
CLM-000698,claim,372.03,accidental_damage,2024-06-03
CLM-000699,claim,380.99,accidental_damage,2024-08-31
CLM-000700,claim,359.67,software_issue,2023-09-23
CLM-000701,claim,165.55,screen_damage,2024-10-09
CLM-000702,claim,172.92,water_damage,2024-06-01
CLM-000703,claim,15.57,software_issue,2024-06-06
CLM-000704,claim,500.22,mechanical_failure,2024-04-29
CLM-000705,claim,376.54,battery_issue,2024-05-21
CLM-000706,claim,123.49,accidental_damage,2024-02-13
CLM-000707,claim,399.09,screen_damage,2023-04-26
CLM-000708,claim,184.88,screen_damage,2024-03-31
CLM-000709,claim,235.88,screen_damage,2024-02-08
CLM-000710,claim,507.43,software_issue,2024-06-17
CLM-000711,claim,892.82,water_damage,2024-01-10
CLM-000712,claim,62.04,software_issue,2024-08-28
CLM-000713,claim,89.44,software_issue,2024-04-19
CLM-000714,claim,103.47,water_damage,2024-05-09
CLM-000715,claim,58.37,water_damage,2023-11-24
CLM-000716,claim,383.34,mechanical_failure,2023-11-18
CLM-000717,claim,348.09,accidental_damage,2023-04-21
CLM-000718,claim,1178.05,mechanical_failure,2024-09-19
CLM-000719,claim,268.19,software_issue,2024-06-11
CLM-000720,claim,84.61,screen_damage,2023-03-01
CLM-000721,claim,39.83,software_issue,2024-06-21
CLM-000722,claim,337.1,accidental_damage,2024-03-21
CLM-000723,claim,184.13,accidental_damage,2023-12-28
CLM-000724,claim,345.85,accidental_damage,2023-01-13
CLM-000725,claim,39.06,theft,2023-03-09
CLM-000726,claim,79.39,accidental_damage,2023-09-26
CLM-000727,claim,72.52,battery_issue,2024-09-18
CLM-000728,claim,404.21,accidental_damage,2023-03-07
CLM-000729,claim,222.36,theft,2023-05-09
CLM-000730,claim,244.03,theft,2024-03-30
CLM-000731,claim,139.22,theft,2024-03-31
CLM-000732,claim,71.03,mechanical_failure,2023-07-24
CLM-000733,claim,413.35,mechanical_failure,2023-01-05
CLM-000734,claim,254.01,mechanical_failure,2023-02-24
CLM-000735,claim,173.28,theft,2023-09-23
CLM-000736,claim,899.02,software_issue,2023-09-22
CLM-000737,claim,489.25,water_damage,2023-05-13
CLM-000738,claim,171.81,software_issue,2023-02-26
CLM-000739,claim,375.04,accidental_damage,2024-07-10
CLM-000740,claim,53.07,battery_issue,2023-07-18
CLM-000741,claim,98.77,mechanical_failure,2024-09-25
CLM-000742,claim,391.7,water_damage,2024-06-30
CLM-000743,claim,1441.45,mechanical_failure,2024-01-23
CLM-000744,claim,483.37,accidental_damage,2024-05-24
CLM-000745,claim,240.11,software_issue,2024-06-24
CLM-000746,claim,215.61,theft,2024-11-03
CLM-000747,claim,78.63,water_damage,2024-05-01
CLM-000748,claim,107.77,theft,2024-10-07
CLM-000749,claim,85.47,mechanical_failure,2024-06-26
CLM-000750,claim,402.1,screen_damage,2023-03-14
CLM-000751,claim,224.76,theft,2024-09-16
CLM-000752,claim,200.89,mechanical_failure,2024-02-16
CLM-000753,claim,757.38,theft,2024-09-05
CLM-000754,claim,97.55,screen_damage,2023-12-18
CLM-000755,claim,479.29,accidental_damage,2023-04-30
CLM-000756,claim,184.63,theft,2024-07-22
CLM-000757,claim,119.81,screen_damage,2024-10-16
CLM-000758,claim,215.79,mechanical_failure,2024-04-28
CLM-000759,claim,422.81,mechanical_failure,2024-04-16
CLM-000760,claim,106.77,mechanical_failure,2023-01-28
CLM-000761,claim,107.54,accidental_damage,2024-06-19
CLM-000762,claim,263.44,accidental_damage,2023-02-15
CLM-000763,claim,731.75,accidental_damage,2023-07-31
CLM-000764,claim,451.79,software_issue,2023-08-25
CLM-000765,claim,675.6,battery_issue,2024-03-10
CLM-000766,claim,407.94,software_issue,2024-11-21
CLM-000767,claim,110.29,mechanical_failure,2024-05-04
CLM-000768,claim,106.04,accidental_damage,2024-09-01
CLM-000769,claim,1329.41,battery_issue,2023-05-25
CLM-000770,claim,183.58,battery_issue,2024-09-08
CLM-000771,claim,1502.25,theft,2023-08-11
CLM-000772,claim,75.17,screen_damage,2023-05-28
CLM-000773,claim,283.84,water_damage,2024-04-25
CLM-000774,claim,181.14,accidental_damage,2024-10-15
CLM-000775,claim,179.75,screen_damage,2023-06-28
CLM-000776,claim,151.72,battery_issue,2024-11-05
CLM-000777,claim,1443.36,water_damage,2023-06-13
CLM-000778,claim,289.85,battery_issue,2024-01-30
CLM-000779,claim,62.39,battery_issue,2023-05-13
CLM-000780,claim,373.29,battery_issue,2024-01-28
CLM-000781,claim,947.81,water_damage,2024-05-20
CLM-000782,claim,501.04,theft,2024-02-19
CLM-000783,claim,87.94,battery_issue,2023-12-01
CLM-000784,claim,194.08,screen_damage,2023-04-23
CLM-000785,claim,150.0,screen_damage,2024-09-22
CLM-000786,claim,137.21,screen_damage,2024-07-31
CLM-000787,claim,173.48,theft,2024-11-26
CLM-000788,claim,319.91,water_damage,2023-08-22
CLM-000789,claim,115.12,theft,2024-01-20
CLM-000790,claim,442.65,battery_issue,2024-05-31
CLM-000791,claim,422.31,software_issue,2024-06-01
CLM-000792,claim,243.53,accidental_damage,2024-01-24
CLM-000793,claim,1890.89,mechanical_failure,2023-10-20
CLM-000794,claim,193.51,battery_issue,2024-09-20
CLM-000795,claim,155.97,water_damage,2024-07-01
CLM-000796,claim,259.2,water_damage,2024-10-14
CLM-000797,claim,67.48,screen_damage,2023-04-06
CLM-000798,claim,188.18,screen_damage,2023-01-27
CLM-000799,claim,157.1,screen_damage,2024-09-21
CLM-000800,claim,149.28,accidental_damage,2023-02-12
CLM-000801,claim,246.26,screen_damage,2023-01-06
CLM-000802,claim,2829.28,software_issue,2023-09-07
CLM-000803,claim,191.37,battery_issue,2024-03-04
CLM-000804,claim,251.54,accidental_damage,2024-07-19
CLM-000805,claim,375.68,battery_issue,2023-03-02
CLM-000806,claim,82.8,theft,2023-05-12
CLM-000807,claim,161.46,theft,2024-11-01
CLM-000808,claim,205.28,battery_issue,2024-11-09
CLM-000809,claim,100.19,screen_damage,2023-07-14
CLM-000810,claim,618.38,screen_damage,2023-02-13
CLM-000811,claim,193.99,screen_damage,2024-02-23
CLM-000812,claim,1002.15,accidental_damage,2024-10-17
CLM-000813,claim,135.81,mechanical_failure,2023-05-12
CLM-000814,claim,926.48,mechanical_failure,2023-12-21
CLM-000815,claim,491.66,theft,2023-12-17
CLM-000816,claim,860.03,mechanical_failure,2023-10-05
CLM-000817,claim,212.28,mechanical_failure,2024-11-02
CLM-000818,claim,172.62,theft,2024-01-07
CLM-000819,claim,511.83,mechanical_failure,2024-03-19
CLM-000820,claim,222.87,accidental_damage,2024-02-28
CLM-000821,claim,879.33,accidental_damage,2023-08-29
CLM-000822,claim,104.47,software_issue,2023-08-20
CLM-000823,claim,532.02,software_issue,2023-07-05
CLM-000824,claim,283.7,software_issue,2023-01-18
CLM-000825,claim,502.65,theft,2023-11-28
CLM-000826,claim,218.28,screen_damage,2023-06-30
CLM-000827,claim,186.29,water_damage,2024-06-29
CLM-000828,claim,146.83,mechanical_failure,2024-02-29
CLM-000829,claim,242.32,battery_issue,2023-03-23
CLM-000830,claim,193.46,water_damage,2023-05-30
CLM-000831,claim,1570.32,battery_issue,2023-05-10
CLM-000832,claim,198.65,accidental_damage,2023-10-27
CLM-000833,claim,516.99,screen_damage,2024-01-14
CLM-000834,claim,230.03,accidental_damage,2024-11-27
CLM-000835,claim,217.82,battery_issue,2024-06-25
CLM-000836,claim,211.75,accidental_damage,2024-07-11
CLM-000837,claim,148.12,software_issue,2024-08-06
CLM-000838,claim,174.97,accidental_damage,2023-02-07
CLM-000839,claim,234.47,theft,2024-08-31
CLM-000840,claim,689.4,screen_damage,2023-04-02
CLM-000841,claim,431.04,accidental_damage,2024-06-24
CLM-000842,claim,81.66,water_damage,2024-11-28
CLM-000843,claim,16.28,water_damage,2024-04-01
CLM-000844,claim,64.21,screen_damage,2024-09-02
CLM-000845,claim,299.54,accidental_damage,2023-11-20
CLM-000846,claim,205.82,accidental_damage,2024-06-30
CLM-000847,claim,378.54,theft,2024-01-03
CLM-000848,claim,349.55,water_damage,2024-04-12
CLM-000849,claim,374.42,accidental_damage,2023-05-28
CLM-000850,claim,786.32,screen_damage,2023-01-20
CLM-000851,claim,95.62,software_issue,2023-12-18
CLM-000852,claim,53.57,screen_damage,2024-11-27
CLM-000853,claim,293.5,water_damage,2024-04-22
CLM-000854,claim,454.76,accidental_damage,2023-01-09
CLM-000855,claim,607.39,mechanical_failure,2024-01-23
CLM-000856,claim,183.32,mechanical_failure,2023-11-23
CLM-000857,claim,529.54,theft,2024-05-28
CLM-000858,claim,248.52,theft,2023-01-23
CLM-000859,claim,59.94,screen_damage,2024-08-26
CLM-000860,claim,322.84,mechanical_failure,2024-07-28
CLM-000861,claim,237.57,battery_issue,2023-11-07
CLM-000862,claim,235.83,battery_issue,2024-11-18
CLM-000863,claim,910.53,screen_damage,2024-01-14
CLM-000864,claim,15.59,mechanical_failure,2023-08-24
CLM-000865,claim,33.89,battery_issue,2023-06-25
CLM-000866,claim,148.57,battery_issue,2024-11-18
CLM-000867,claim,157.17,software_issue,2023-06-25
CLM-000868,claim,97.06,accidental_damage,2023-02-14
CLM-000869,claim,181.79,mechanical_failure,2023-10-24
CLM-000870,claim,32.39,battery_issue,2024-07-06
CLM-000871,claim,282.58,water_damage,2024-06-27
CLM-000872,claim,333.03,screen_damage,2023-07-31
CLM-000873,claim,414.53,software_issue,2023-11-25
CLM-000874,claim,492.94,screen_damage,2023-11-26
CLM-000875,claim,190.2,screen_damage,2024-04-26
CLM-000876,claim,89.44,battery_issue,2024-05-22
CLM-000877,claim,324.47,theft,2023-05-13
CLM-000878,claim,47.97,water_damage,2024-04-15
CLM-000879,claim,1403.4,theft,2023-10-06
CLM-000880,claim,378.44,mechanical_failure,2023-11-27
CLM-000881,claim,167.87,screen_damage,2024-09-13
CLM-000882,claim,190.57,mechanical_failure,2023-08-10
CLM-000883,claim,122.39,water_damage,2023-12-29
CLM-000884,claim,690.69,battery_issue,2023-08-01
CLM-000885,claim,1072.51,software_issue,2023-10-16
CLM-000886,claim,101.1,screen_damage,2023-12-10
CLM-000887,claim,283.5,mechanical_failure,2023-07-16
CLM-000888,claim,622.1,screen_damage,2023-12-14
CLM-000889,claim,280.98,water_damage,2024-04-16
CLM-000890,claim,200.04,screen_damage,2023-03-12
CLM-000891,claim,283.66,water_damage,2023-06-06
CLM-000892,claim,783.05,mechanical_failure,2024-11-22
CLM-000893,claim,259.65,battery_issue,2024-01-25
CLM-000894,claim,289.35,water_damage,2024-09-08
CLM-000895,claim,304.42,battery_issue,2024-06-17
CLM-000896,claim,1034.07,software_issue,2024-11-23
CLM-000897,claim,264.91,mechanical_failure,2024-05-03
CLM-000898,claim,1747.85,screen_damage,2023-03-03
CLM-000899,claim,250.73,theft,2023-05-01
CLM-000900,claim,140.92,water_damage,2024-01-23
CLM-000901,claim,237.25,mechanical_failure,2024-07-20
CLM-000902,claim,108.35,water_damage,2023-06-12
CLM-000903,claim,59.64,software_issue,2024-04-18
CLM-000904,claim,72.44,theft,2023-12-29
CLM-000905,claim,172.01,screen_damage,2024-10-29
CLM-000906,claim,149.49,battery_issue,2024-01-21
CLM-000907,claim,383.54,battery_issue,2024-08-20
CLM-000908,claim,805.17,battery_issue,2023-04-19
CLM-000909,claim,365.76,battery_issue,2024-06-24
CLM-000910,claim,196.38,theft,2023-05-09
CLM-000911,claim,94.55,screen_damage,2024-10-01
CLM-000912,claim,116.66,accidental_damage,2024-02-26
CLM-000913,claim,226.17,water_damage,2024-09-06
CLM-000914,claim,62.85,mechanical_failure,2024-10-07
CLM-000915,claim,704.81,mechanical_failure,2024-03-13
CLM-000916,claim,152.41,mechanical_failure,2024-05-01
CLM-000917,claim,228.62,water_damage,2024-10-19
CLM-000918,claim,318.76,mechanical_failure,2023-03-22
CLM-000919,claim,201.97,battery_issue,2023-06-05
CLM-000920,claim,99.35,screen_damage,2024-11-03
